,DGS10_z,DGS2_z,FEDFUNDS_z,CPIAUCSL_z,UNRATE_z,BAMLH0A0HYM2_z,A191RL1Q225SBEA_z,INDPRO_z,PAYEMS_z,CP_z,UMCSENT_z,VIXCLS_z,M2SL_z,USEPUINDXD_z,PNFIC1_z,YC_raw,YC_z,CPI_YoY,CPI_YoY_z,RFF_raw,RFF_z
2003-10-31,,,,,,,,1.0190065331155564,-0.7441996394142463,,0.04077530633912974,-1.6754774863388786,1.4970577052508862,-0.8384948470993445,,2.48,,2.041942604856528,,-1.0319426048565281,
2003-11-30,,,,,,,,1.5881224418170894,-0.6569550433395915,,0.9557385249086423,-1.5273269683694037,1.4474404409809358,-0.16669285970367217,,2.28,,1.9283746556473913,,-0.9283746556473913,
2003-12-31,,,,,,,,1.6441132832757814,-0.4943104143654137,,0.8025289372395714,-1.1106000441108357,1.3823286127375822,-0.8574223338352511,,2.4299999999999997,,2.0352035203520247,,-1.0552035203520247,
2004-01-31,,,,,,,,1.7369027489460565,-0.2507668707823558,,2.5,-1.346544885733723,1.3476638081102599,-1.5223798657290175,,2.3200000000000003,,2.026286966046009,,-1.0262869660460092,
2004-02-29,,,,,,,,2.065525736578669,-0.11250657668188895,,0.9818834404312407,-1.5862961748521724,1.4041983296800782,-0.7751139878771701,,2.33,,1.688453159041381,,-0.6784531590413809,
2004-03-31,,,,,,,,1.6766399387395563,0.4154530964739624,,1.199759169070254,-1.1540043792153845,1.4468430901255616,-0.40510564069304217,,2.26,,1.7400761283306032,,-0.7400761283306032,
2004-04-30,,,,,,,,1.8150828877989613,0.9327161621702695,,0.86563252396442,-1.0271450973364382,1.4980660209282315,-1.1323449510457007,,2.22,,2.2925764192139875,,-1.2925764192139875,
2004-05-31,,,,,,,,2.102464898409676,1.5224156002149287,,0.14536389036508485,-1.240076197220689,1.6542612421318788,-1.375714541784787,,2.12,,2.5,,-1.8977583378895444,
2004-06-30,,,,,,,,1.5036835066590752,1.8114175146499711,,1.1035461257557384,-1.3727914426062462,1.5835087802949885,-0.13523113048376076,,1.92,,2.5,,-2.137667941015839,
2004-07-31,,,,,,,,1.8090817643869892,2.0093361021837834,,1.2557018222571452,-1.1706522883437942,1.5523577994120663,-0.6957540689270961,,1.8199999999999998,,2.5,,-1.679575394665228,
2004-08-31,,,,,,,,1.7266136489633688,2.1993120293660966,,1.0754549520387153,-1.1150174928204895,1.5652930370138478,-1.3251604358705615,,1.7199999999999998,,2.5,,-1.1174254742547276,
2004-09-30,,,,,,,,1.6780837045098536,2.379238028824359,,0.7342669509580148,-1.3310567134069986,1.588016428958364,-1.2458695443881853,,1.5099999999999998,,2.5,,-0.9291680172879515,
2004-10-31,,,,,,,,2.028787949809468,2.5,,0.25096691487816775,-0.8490235863751584,1.595164783940597,0.5040641300109862,,1.4899999999999998,,2.5,,-1.4309140075716547,
2004-11-30,,,,,,,,2.0400490860899327,2.4882877502984573,,0.41404458315553694,-1.2443436430740282,1.5968483126207786,-1.068696437921575,,1.3400000000000003,,2.5,,-1.691621621621607,
2004-12-31,,,-0.33410336636828764,1.9032206466255113,0.24430542986674067,-1.7844627422148562,,2.3095460746703527,2.38206533645171,,1.149267168898812,-1.170522041602448,1.5699943170425485,-1.3397809508772531,,1.1600000000000001,-0.2944666184332532,2.5,,-1.1823180592991873,
2005-01-31,,,-0.25413141907003717,1.8264631949622112,0.09372805249430204,-1.6505767489740129,,2.3043461973275594,2.312161027884625,,0.8378125732658558,-1.181193391493572,1.5109958573734286,-0.23135435770017743,,0.8499999999999996,-0.6353207833654446,2.5,,-0.5648738593666036,
2005-02-28,,,-0.12259907188204684,1.8935380274579756,0.19734030497134986,-1.8107380370564632,0.6924186586524018,2.455961752048745,2.339470012407354,1.8904673669479168,0.5646031893603721,-1.2227207494289982,1.4627347017853036,-0.9878656073445384,,0.7700000000000005,-0.7479060744585554,2.5,,-0.5530262453133394,
2005-03-31,,,-0.031974643522663264,1.9346460385238284,-0.09099830429053335,-1.444261797515724,0.8451344151939011,2.1857513776893205,2.222402885710385,2.5,0.3127464528942651,-0.9248441768642227,1.4254338596192033,-0.12710749180964825,,0.7000000000000002,-0.870029631948233,2.5,,-0.5768412613575737,
2005-04-30,,,0.07850229890843317,1.9588643866005604,-0.1262862850455177,-1.1103393595457252,0.819807014702018,2.0994370273596625,2.329348760291343,2.5,-0.5504685016613877,-0.712445370851689,1.409871218374629,1.1924301849560512,,0.5499999999999998,-1.085318325337499,2.5,,-0.5717929562433257,
2005-05-31,,,0.22304374362653615,1.874095512401531,-0.29731762693272873,-1.1107474473400585,0.7950741205339643,1.9734733180296733,2.2383422728760545,2.4509889776318445,-0.6533132381355004,-0.9557801471455135,1.4105329961865147,-0.4491175457299577,,0.3999999999999999,-1.304647312785109,2.5,,0.13071200850158515,
2005-06-30,,,0.28688830481106814,1.8222665720638793,-0.4759148532636068,-1.2052116837190368,-0.27957383313439904,1.988725569430672,2.2211538858102973,2.403323527605627,0.9877932165912257,-1.0668373295681965,1.4673500540410582,-0.4684559304071065,,0.2799999999999998,-1.4900973263412034,2.5,,0.49897300158814506,
2005-07-31,,,0.4599196952578118,1.9394198108227148,-0.5159343373893556,-1.4051942281809464,-0.24838491597491022,1.7158090796958847,2.258665854234982,2.2579415043673596,1.0231016565245088,-1.0800543125427204,1.5189812204527016,-1.0830858770694465,,0.2600000000000007,-1.5541960634592082,2.5,,0.19283976731887886,
2005-08-31,,,0.6589467290602686,2.0455338519310255,-0.7048321305825286,-1.2107223291263398,-0.2151545254872645,1.7240575936081246,2.1794179927510635,2.1318829335395675,-0.31106987000072134,-0.894956830743282,1.5710505588257238,-1.058618253795364,,0.17999999999999972,-1.7095478089408152,2.5,,-0.1469344608879517,
2005-09-30,,,0.8022031654800215,2.345798444131577,-0.6038689675085056,-1.2236072071567432,0.3716581400686489,0.8702096355260959,2.0200342354818623,2.190743264972528,-2.28591873830237,-1.0199822342642386,1.6267945437463744,-0.28779400677692885,,0.16000000000000014,-1.7663768178468082,2.5,,-1.1218335089568052,
2005-10-31,,,0.988911276617418,2.2688609301692675,-0.6640940074873135,-1.1538195859382467,0.35087131807504873,1.2947036762375221,1.9090295591150468,2.0737953436058496,-2.5,-0.4004409313885475,1.6766565536162035,0.5086562880228187,,0.16999999999999993,-1.7867282194029845,2.5,,-0.5701048218029361,
2005-11-30,,,1.2417036816818257,2.0229362329701495,-0.7331516802634739,-1.0916562865735813,0.32994210396083407,1.6317899179788786,1.9625227996287282,1.970276177329015,-1.3514237068876052,-0.9524945007130876,1.6577296998566424,-0.6482263596358769,,0.07000000000000028,-1.9363848062185216,2.5,,0.6614501825769468,
2005-12-31,,,1.4761315561999073,1.9377181489058588,-0.9971943581223458,-1.040250922253282,-0.1878745092353285,1.7100802356291644,1.8964458039876289,2.109462299547675,0.16203485658265057,-0.9197025345017582,1.679876662246353,0.9976710772072127,,-0.020000000000000462,-2.049340079502797,2.5,0.971660228785431,0.8214501825769469,1.0722276200651895
2006-01-31,,,1.683926122160901,2.0175797560603446,-1.4335821672209346,-1.1255368837034103,-0.1860986919969638,1.6539844479998616,1.892404702823942,2.0044263730263916,0.07918739710159635,-0.7346287020240747,1.753908165127932,-0.6841700290250382,,-0.009999999999999787,-1.982717632255895,2.5,1.7852171273188826,0.27121085594988337,0.6084365279208271
2006-02-28,,,1.9210941705641236,1.9417226658171791,-1.3067201137314761,-1.1088440796752272,-0.18432429085712765,1.5636309270955955,1.9040112394684594,1.9107062408588944,-0.6936826886038228,-0.8956275935063721,1.754728392948991,-0.4928594120821065,,-0.14000000000000057,-2.083804802990753,2.5,1.3154069469242857,0.8517463617463701,1.2533449901898215
2006-03-31,,,2.0647830091566615,1.8991653466725416,-1.5639470345690833,-1.1694072005467413,1.4942149407158563,1.5505068711823464,1.9127627382643184,1.9062918196652352,-0.4109360253746389,-1.2793002684270633,1.721427347200006,-1.1324606455596893,,0.040000000000000036,-1.8091717692856968,2.5,1.0315567756146258,1.172081822889698,1.684130656627467
2006-04-30,,,2.23786741081142,1.9489632940436614,-1.6065420270672095,-1.1665017420644326,1.4640776005595897,1.5724728283739664,1.857781147841542,1.820912110201598,-0.6891978649642408,-1.1732825119768164,1.7719572424317145,0.011243304103195337,,0.20000000000000018,-1.5688224022989357,2.5,1.2497861422026428,1.1761641713990691,1.7208383388159931
2006-05-31,,,2.306790640002838,1.9392873114544267,-1.8726960372242085,-1.0954404712429577,1.439008402658231,1.5029903965484421,1.7513264416537007,1.7434289554458555,-1.9867981919121547,0.6083648203749588,1.6979551907472752,0.9141941661132387,,0.08000000000000007,-1.6507676988062636,2.5,1.6568409818636831,0.9627272727272711,1.4673942304416725
