,IVW,PDP,VYM,^SPX,SP5MV
2013-02-11,17.2323055267334,28.61179542541504,35.64194107055664,1517.010009765625,4456.72
2013-02-12,17.219358444213867,28.621427536010742,35.72301483154297,1519.4300537109375,4460.87
2013-02-13,17.24094009399414,28.563663482666016,35.76356887817383,1520.3299560546875,4460.92
2013-02-14,17.25604248046875,28.505895614624023,35.75680160522461,1521.3800048828125,4448.99
2013-02-15,17.264667510986328,28.573293685913086,35.777069091796875,1519.7900390625,4448.62
2013-02-19,17.391963958740234,28.669559478759766,36.06086349487305,1530.93994140625,4477.1
2013-02-20,17.165422439575195,28.361495971679688,35.7973518371582,1511.949951171875,4437.12
2013-02-21,17.04676628112793,28.120817184448242,35.64870834350586,1502.4200439453125,4416.7
2013-02-22,17.202096939086914,28.40962791442871,35.9527587890625,1515.5999755859375,4451.11
2013-02-25,16.9151554107666,27.870512008666992,35.39868927001953,1487.8499755859375,4388.03
2013-02-26,17.03812599182129,28.05342674255371,35.61491775512695,1496.93994140625,4408.93
2013-02-27,17.225830078125,28.505895614624023,36.033851623535156,1515.989990234375,4456.68
2013-02-28,17.18699836730957,28.525157928466797,35.97978210449219,1514.6800537109375,4454.9
2013-03-01,17.26681900024414,28.621427536010742,36.10140609741211,1518.199951171875,4468.83
2013-03-04,17.350975036621094,28.81397247314453,36.256805419921875,1525.199951171875,4495.41
2013-03-05,17.534360885620117,29.06427764892578,36.55410385131836,1539.7900390625,4530.73
2013-03-06,17.538671493530273,29.093162536621094,36.58113479614258,1541.4599609375,4528.2
2013-03-07,17.56241226196289,29.122039794921875,36.621673583984375,1544.260009765625,4527.3
2013-03-08,17.620662689208984,29.2471866607666,36.723026275634766,1551.1800537109375,4542.01
2013-03-11,17.6832332611084,29.314577102661133,36.817623138427734,1556.219970703125,4553.56
2013-03-12,17.629287719726562,29.2471866607666,36.79734802246094,1552.47998046875,4550.51
2013-03-13,17.64655303955078,29.410846710205078,36.844642639160156,1554.52001953125,4560.05
2013-03-14,17.726383209228516,29.526376724243164,37.033851623535156,1563.22998046875,4581.09
2013-03-15,17.689699172973633,29.38197135925293,36.905452728271484,1560.699951171875,4564.91
2013-03-18,17.62497901916504,29.285696029663086,36.70951461791992,1552.0999755859375,4545.97
2013-03-19,17.590456008911133,29.218311309814453,36.75004577636719,1548.3399658203125,4548.54
2013-03-20,17.71775245666504,29.516748428344727,36.986534118652344,1558.7099609375,4583.73
2013-03-21,17.553781509399414,29.25681495666504,36.76356506347656,1545.800048828125,4557.47
2013-03-22,17.70696258544922,29.333831787109375,36.99550247192383,1556.8900146484375,4588.54
2013-03-25,17.64761734008789,29.304948806762695,36.90709686279297,1551.68994140625,4575.8
2013-03-26,17.797077178955078,29.478239059448242,37.17237091064453,1563.77001953125,4614.7
2013-03-27,17.792736053466797,29.545629501342773,37.16555404663086,1562.8499755859375,4619.45
2013-03-28,17.84473419189453,29.767057418823242,37.28119659423828,1569.18994140625,4649.74
2013-04-01,17.764577865600586,29.545629501342773,37.253990173339844,1562.1700439453125,4636.5
2013-04-02,17.86639976501465,29.56488037109375,37.39682388305664,1570.25,4663.85
2013-04-03,17.71476173400879,29.199058532714844,37.10434341430664,1553.68994140625,4623.7
2013-04-04,17.755922317504883,29.304948806762695,37.315208435058594,1559.97998046875,4643.92
2013-04-05,17.651941299438477,29.266443252563477,37.17237091064453,1553.280029296875,4623.81
2013-04-08,17.7602481842041,29.526376724243164,37.36960983276367,1563.0699462890625,4645.95
2013-04-09,17.818740844726562,29.555253982543945,37.51245880126953,1568.6099853515625,4659.28
2013-04-10,18.067848205566406,29.940345764160156,37.940975189208984,1587.72998046875,4709.45
2013-04-11,18.13065528869629,30.11363410949707,38.049800872802734,1593.3699951171875,4731.39
2013-04-12,18.106843948364258,30.094377517700195,38.002197265625,1588.8499755859375,4728.54
2013-04-15,17.697437286376953,29.29532241821289,37.21316909790039,1552.3599853515625,4632.87
2013-04-16,17.979034423828125,29.83443832397461,37.64848327636719,1574.5699462890625,4690.01
2013-04-17,17.716934204101562,29.468610763549805,37.24717712402344,1552.010009765625,4641.2
2013-04-18,17.560970306396484,29.304948806762695,37.15196228027344,1541.6099853515625,4617.73
2013-04-19,17.740755081176758,29.72854232788086,37.532859802246094,1555.25,4659.02
2013-04-22,17.862064361572266,29.84406852722168,37.71651077270508,1562.5,4674.54
2013-04-23,18.05052375793457,30.094377517700195,38.05661392211914,1578.780029296875,4707.89
2013-04-24,18.002859115600586,30.104000091552734,38.00899887084961,1578.7900390625,4703.2
2013-04-25,18.076515197753906,30.38318634033203,38.13142013549805,1585.1600341796875,4714.6
2013-04-26,18.041851043701172,30.29654884338379,38.13822555541992,1582.239990234375,4712.74
2013-04-29,18.173992156982422,30.431320190429688,38.362701416015625,1593.6099853515625,4743.59
2013-04-30,18.206485748291016,30.566102981567383,38.403499603271484,1597.5699462890625,4750.13
2013-05-01,18.08084487915039,30.238786697387695,38.01578903198242,1582.699951171875,4713.5
2013-05-02,18.260635375976562,30.460203170776367,38.2674674987793,1597.5899658203125,4747.48
2013-05-03,18.459917068481445,30.79715347290039,38.54633712768555,1614.4200439453125,4781.34
2013-05-06,18.5075740814209,30.912681579589844,38.49192810058594,1617.5,4771.07
2013-05-07,18.585554122924805,31.057083129882812,38.736793518066406,1625.9599609375,4794.84
2013-05-08,18.66571044921875,31.182239532470703,38.81842041015625,1632.68994140625,4812.33
2013-05-09,18.64187240600586,30.980072021484375,38.64837646484375,1626.6700439453125,4792.01
2013-05-10,18.7285213470459,31.153356552124023,38.74359893798828,1633.699951171875,4811.74
2013-05-13,18.743684768676758,31.124473571777344,38.7571907043457,1633.77001953125,4805.79
2013-05-14,18.91481590270996,31.56732177734375,39.178924560546875,1650.3399658203125,4849.31
2013-05-15,19.003625869750977,31.721357345581055,39.464595794677734,1658.780029296875,4877.55
2013-05-16,18.910480499267578,31.432558059692383,39.34897232055664,1650.469970703125,4857.53
2013-05-17,19.07294273376465,31.759864807128906,39.709476470947266,1667.469970703125,4902.54
2013-05-20,19.033950805664062,31.682861328125,39.66865158081055,1666.2900390625,4887.64
2013-05-21,19.085939407348633,31.740615844726562,39.73668670654297,1669.1600341796875,4898.43
2013-05-22,18.921302795410156,31.24961280822754,39.49861145019531,1655.3499755859375,4853.57
2013-05-23,18.867151260375977,31.085966110229492,39.396575927734375,1650.510009765625,4840.61
2013-05-24,18.858489990234375,31.0378360748291,39.3897590637207,1649.5999755859375,4834.99
2013-05-28,18.96895980834961,31.268888473510742,39.55983352661133,1660.06005859375,4857.01
2013-05-29,18.802167892456055,30.941560745239258,39.19933319091797,1648.3599853515625,4804.93
2013-05-30,18.87799072265625,31.06671714782715,39.314971923828125,1654.4100341796875,4818.94
2013-05-31,18.626712799072266,30.662376403808594,38.6823844909668,1630.739990234375,4751.46
2013-06-03,18.71552276611328,30.585357666015625,39.076904296875,1640.4200439453125,4777.04
2013-06-04,18.626712799072266,30.373558044433594,38.968048095703125,1631.3800048828125,4754.84
2013-06-05,18.355945587158203,29.872955322265625,38.478328704833984,1608.9000244140625,4699.48
2013-06-06,18.516237258911133,30.29654884338379,38.79802322387695,1622.56005859375,4731.82
2013-06-07,18.75667953491211,30.729764938354492,39.219722747802734,1643.3800048828125,4780.5
2013-06-10,18.735017776489258,30.614240646362305,39.25374221801758,1642.81005859375,4779.2
2013-06-12,18.384103775024414,30.055862426757812,38.67559051513672,1612.52001953125,4714.25
2013-06-13,18.654874801635742,30.614240646362305,39.20612716674805,1636.3599853515625,4772.75
2013-06-14,18.561729431152344,30.517972946166992,39.01567459106445,1626.72998046875,4760.87
2013-06-17,18.696027755737305,30.681631088256836,39.308162689208984,1639.0400390625,4799.34
2013-06-18,18.836824417114258,30.970439910888672,39.57342529296875,1651.81005859375,4832.32
2013-06-19,18.585554122924805,30.498708724975586,39.0020637512207,1628.9300537109375,4756.05
2013-06-20,18.111173629760742,29.62264633178711,38.01578903198242,1588.18994140625,4635.08
2013-06-21,18.163156509399414,29.540693283081055,38.30827331542969,1592.4300537109375,4663.26
2013-06-24,17.93137550354004,29.2225341796875,37.91012191772461,1573.0899658203125,4625.66
2013-06-25,18.09383773803711,29.55034065246582,38.24591064453125,1588.030029296875,4661.95
2013-06-26,18.27607536315918,29.90705680847168,38.64338684082031,1603.260009765625,4710.75
2013-06-27,18.35871696472168,30.2252197265625,38.869529724121094,1613.199951171875,4729.05
2013-06-28,18.26955223083496,30.109527587890625,38.62967300415039,1606.280029296875,4704.1
2013-07-01,18.402212142944336,30.369842529296875,38.82156753540039,1614.9599609375,4720.18
2013-07-02,18.421777725219727,30.29271125793457,38.77360153198242,1614.0799560546875,4713.48
2013-07-03,18.45005226135254,30.29271125793457,38.80784606933594,1615.4100341796875,4720.63
2013-07-05,18.630552291870117,30.69763946533203,39.13679885864258,1631.8900146484375,4752.52
2013-07-09,18.839332580566406,31.15078353881836,39.698726654052734,1652.3199462890625,4805.63
2013-07-10,18.867599487304688,31.208621978759766,39.712432861328125,1652.6199951171875,4819.26
2013-07-11,19.159006118774414,31.661758422851562,40.198970794677734,1675.02001953125,4888.25
2013-07-12,19.187274932861328,31.738882064819336,40.1921272277832,1680.18994140625,4903.16
2013-07-15,19.211196899414062,31.806385040283203,40.34974670410156,1682.5,4910.58
2013-07-16,19.152475357055664,31.536426544189453,40.20583724975586,1676.260009765625,4894.0
2013-07-17,19.206846237182617,31.642488479614258,40.26066207885742,1680.9100341796875,4898.09
2013-07-18,19.252513885498047,31.787092208862305,40.44570541381836,1689.3699951171875,4923.03
2013-07-19,19.245988845825195,31.854585647583008,40.49365997314453,1692.0899658203125,4929.23
2013-07-22,19.280790328979492,31.87387466430664,40.55533981323242,1695.530029296875,4940.03
2013-07-23,19.211196899414062,31.767810821533203,40.57588577270508,1692.3900146484375,4930.05
2013-07-24,19.19162368774414,31.594284057617188,40.363460540771484,1685.93994140625,4901.07
2013-07-25,19.2481689453125,31.738882064819336,40.425132751464844,1690.25,4916.69
2013-07-26,19.27643585205078,31.709978103637695,40.452537536621094,1691.6500244140625,4927.82
2013-07-29,19.222064971923828,31.565351486206055,40.377159118652344,1685.3299560546875,4915.98
2013-07-30,19.25468635559082,31.652124404907227,40.384010314941406,1685.9599609375,4919.72
2013-07-31,19.235116958618164,31.681055068969727,40.356605529785156,1685.72998046875,4916.21
2013-08-01,19.441715240478516,32.355926513671875,40.72666549682617,1706.8699951171875,4961.97
2013-08-02,19.50260353088379,32.34628677368164,40.75407028198242,1709.6700439453125,4962.84
2013-08-05,19.491731643676758,32.29808807373047,40.63071823120117,1707.1400146484375,4960.01
2013-08-06,19.409095764160156,32.02812957763672,40.47310256958008,1697.3699951171875,4936.49
2013-08-07,19.32862663269043,31.806385040283203,40.39772415161133,1690.9100341796875,4916.86
2013-08-08,19.39822006225586,31.95099639892578,40.48681640625,1697.47998046875,4944.6
2013-08-09,19.330801010131836,31.98957061767578,40.363460540771484,1691.4200439453125,4930.35
2013-08-12,19.32427406311035,31.95099639892578,40.30177688598633,1689.469970703125,4925.71
2013-08-13,19.404741287231445,31.95099639892578,40.315486907958984,1694.1600341796875,4929.37
2013-08-14,19.304702758789062,31.738882064819336,40.12359619140625,1685.3900146484375,4904.21
2013-08-15,19.013301849365234,31.266469955444336,39.54111099243164,1661.3199462890625,4832.1
2013-08-16,18.96328353881836,31.15078353881836,39.36293411254883,1655.8299560546875,4807.39
2013-08-19,18.88933563232422,30.97723960876465,39.14365768432617,1646.06005859375,4792.63
2013-08-20,18.958932876586914,31.295387268066406,39.23958969116211,1652.3499755859375,4813.1
2013-08-21,18.876296997070312,31.121856689453125,38.931209564208984,1642.800048828125,4779.28
2013-08-22,19.048095703125,31.478588104248047,39.212158203125,1656.9599609375,4812.99
2013-08-23,19.10028839111328,31.574993133544922,39.527408599853516,1663.5,4837.69
2013-08-26,19.056795120239258,31.517147064208984,39.260135650634766,1656.780029296875,4814.57
2013-08-27,18.75668716430664,30.986875534057617,38.746185302734375,1630.47998046875,4752.35
2013-08-28,18.81540298461914,31.064006805419922,38.848968505859375,1634.9599609375,4753.44
2013-08-29,18.85671615600586,31.170061111450195,38.876380920410156,1638.1700439453125,4766.32
2013-08-30,18.78278350830078,30.986875534057617,38.78044128417969,1632.969970703125,4752.82
2013-09-03,18.88933563232422,31.15078353881836,38.711910247802734,1639.77001953125,4752.73
2013-09-04,19.07636070251465,31.382171630859375,38.992881774902344,1653.0799560546875,4777.88
2013-09-05,19.07636070251465,31.42073631286621,38.98603057861328,1655.0799560546875,4777.96
2013-09-06,19.082887649536133,31.44965362548828,38.992881774902344,1655.1700439453125,4784.78
2013-09-09,19.28730583190918,31.902795791625977,39.321807861328125,1671.7099609375,4824.21
2013-09-10,19.391693115234375,32.16310501098633,39.64391326904297,1683.989990234375,4851.79
2013-09-11,19.43954086303711,32.278812408447266,39.808372497558594,1689.1300048828125,4873.99
2013-09-12,19.4134464263916,32.15346908569336,39.67131805419922,1683.4200439453125,4860.63
2013-09-13,19.443885803222656,32.28844451904297,39.863189697265625,1687.989990234375,4876.06
2013-09-16,19.528705596923828,32.529476165771484,40.157859802246094,1697.5999755859375,4909.37
2013-09-17,19.624385833740234,32.635528564453125,40.315486907958984,1704.760009765625,4931.22
2013-09-18,19.889698028564453,33.10793685913086,40.80889892578125,1725.52001953125,5000.23
2013-09-19,19.891874313354492,33.06937789916992,40.71979904174805,1722.3399658203125,4987.86
2013-09-20,19.77444076538086,32.831966400146484,40.39772415161133,1709.9100341796875,4953.15
2013-09-23,19.678747177124023,32.60036087036133,40.257568359375,1701.8399658203125,4938.9
2013-09-24,19.6460018157959,32.619651794433594,40.133296966552734,1697.4200439453125,4924.88
2013-09-25,19.565217971801758,32.59070587158203,40.029727935791016,1692.77001953125,4907.54
2013-09-26,19.665645599365234,32.81267166137695,40.098785400390625,1698.6700439453125,4922.31
2013-09-27,19.606700897216797,32.77406692504883,39.90546798706055,1691.75,4895.88
2013-09-30,19.510635375976562,32.667911529541016,39.69144058227539,1681.550048828125,4873.45
2013-10-01,19.680932998657227,33.01533508300781,39.933074951171875,1695.0,4901.49
2013-10-02,19.654739379882812,32.986385345458984,39.86403274536133,1693.8699951171875,4896.8
2013-10-03,19.466962814331055,32.62929153442383,39.55335998535156,1678.6600341796875,4850.95
2013-10-04,19.60888671875,32.96709060668945,39.753562927246094,1690.5,4874.72
2013-10-07,19.4342098236084,32.542442321777344,39.4774169921875,1676.1199951171875,4846.3
2013-10-08,19.16565704345703,31.818634033203125,39.14602279663086,1655.449951171875,4799.93
2013-10-09,19.14382553100586,31.500164031982422,39.17361831665039,1656.4000244140625,4798.65
2013-10-10,19.560848236083984,32.2529296875,39.9744987487793,1692.56005859375,4889.33
2013-10-11,19.69621467590332,32.47489547729492,40.20234298706055,1703.199951171875,4918.06
2013-10-14,19.80538558959961,32.60036087036133,40.340415954589844,1710.1400146484375,4930.14
2013-10-15,19.656923294067383,32.37836837768555,40.05734634399414,1698.06005859375,4893.82
2013-10-16,19.921112060546875,33.005680084228516,40.55445098876953,1721.5400390625,4963.2
2013-10-17,20.05648422241211,33.27591323852539,40.913448333740234,1733.1500244140625,4998.73
2013-10-18,20.224594116210938,33.46892166137695,41.08605194091797,1744.5,5016.21
2013-10-21,20.244245529174805,33.439979553222656,41.099857330322266,1744.6600341796875,5019.39
2013-10-22,20.349058151245117,33.623329162597656,41.376014709472656,1754.6700439453125,5057.36
2013-10-23,20.27918243408203,33.52682113647461,41.23102951049805,1746.3800048828125,5045.37
2013-10-24,20.35123634338379,33.748802185058594,41.30699157714844,1752.0699462890625,5047.44
2013-10-25,20.456031799316406,33.768104553222656,41.54863739013672,1759.77001953125,5072.77
2013-10-28,20.490968704223633,33.652286529541016,41.67289733886719,1762.1099853515625,5083.74
2013-10-29,20.591402053833008,33.748802185058594,41.91454315185547,1771.949951171875,5114.32
2013-10-30,20.486604690551758,33.58472442626953,41.68670654296875,1763.31005859375,5081.34
2013-10-31,20.432024002075195,33.48823165893555,41.57624435424805,1756.5400390625,5066.14
2013-11-01,20.480052947998047,33.52682113647461,41.707427978515625,1761.6400146484375,5075.46
2013-11-04,20.53681182861328,33.66193389892578,41.866214752197266,1767.9300537109375,5093.67
2013-11-05,20.50188636779785,33.66193389892578,41.741939544677734,1762.969970703125,5082.34
2013-11-06,20.56301498413086,33.449623107910156,42.156185150146484,1770.489990234375,5116.78
2013-11-07,20.272628784179688,32.696868896484375,41.679805755615234,1747.1500244140625,5046.0
2013-11-08,20.52808380126953,33.29521560668945,42.156185150146484,1770.6099853515625,5087.59
2013-11-11,20.54337501525879,33.391727447509766,42.135475158691406,1771.8900146484375,5088.04
2013-11-12,20.54337501525879,33.41102981567383,42.05262756347656,1767.68994140625,5084.76
2013-11-13,20.709306716918945,33.825992584228516,42.287357330322266,1782.0,5125.32
2013-11-14,20.835939407348633,34.00936508178711,42.40472412109375,1790.6199951171875,5155.19
2013-11-15,20.918907165527344,34.19272994995117,42.6187629699707,1798.1800537109375,5178.93
2013-11-18,20.825023651123047,33.883907318115234,42.556610107421875,1791.530029296875,5158.85
2013-11-19,20.768259048461914,33.700531005859375,42.50138473510742,1787.8699951171875,5151.78
2013-11-20,20.69839096069336,33.623329162597656,42.32878494262695,1781.3699951171875,5127.79
2013-11-21,20.86869239807129,33.99971389770508,42.598052978515625,1795.8499755859375,5153.54
2013-11-22,20.973495483398438,34.28923034667969,42.74993133544922,1804.760009765625,5173.04
2013-11-25,20.960391998291016,34.26028060913086,42.68089294433594,1802.47998046875,5158.13
2013-11-26,21.014970779418945,34.36644744873047,42.556610107421875,1802.75,5155.47
2013-11-27,21.08266258239746,34.47261047363281,42.57733917236328,1807.22998046875,5159.56
2013-11-29,20.984407424926758,34.58842468261719,42.53590774536133,1805.81005859375,5151.79
2013-12-02,21.019346237182617,34.530513763427734,42.37022018432617,1800.9000244140625,5136.39
2013-12-03,20.95166015625,34.32783889770508,42.27355194091797,1795.1500244140625,5127.02
2013-12-04,20.94511604309082,34.27958679199219,42.25284957885742,1792.81005859375,5111.39
2013-12-05,20.892709732055664,34.250633239746094,41.990478515625,1785.030029296875,5080.56
2013-12-06,21.117597579956055,34.47261047363281,42.52900314331055,1805.0899658203125,5142.14
2013-12-09,21.156896591186523,34.44365692138672,42.64638137817383,1808.3699951171875,5142.69
2013-12-10,21.084848403930664,34.39540481567383,42.44614791870117,1802.6199951171875,5119.37
2013-12-11,20.875244140625,33.825992584228516,41.990478515625,1782.219970703125,5068.09
2013-12-12,20.78572654724121,33.81636047363281,41.845516204833984,1775.5,5037.26
2013-12-13,20.787904739379883,33.83565139770508,41.83169937133789,1775.3199462890625,5030.25
2013-12-16,20.90799331665039,34.01902389526367,42.087154388427734,1786.5400390625,5051.8
2013-12-17,20.859956741333008,33.94180679321289,41.949058532714844,1781.0,5033.9
2013-12-18,21.209299087524414,34.44365692138672,42.66018295288086,1810.6500244140625,5113.86
2013-12-19,21.191829681396484,34.44365692138672,42.556610107421875,1809.5999755859375,5114.8
2013-12-20,21.34030532836914,34.89274215698242,42.75997543334961,1818.3199462890625,5139.56
2013-12-23,21.461990356445312,35.076210021972656,42.82265853881836,1827.989990234375,5157.03
2013-12-24,21.4992733001709,35.182456970214844,43.01765441894531,1833.3199462890625,5173.05
2013-12-26,21.59794044494629,35.33697509765625,43.26139450073242,1842.02001953125,5198.0
2013-12-27,21.556276321411133,35.19211196899414,43.32406997680664,1841.4000244140625,5196.59
2013-12-30,21.551897048950195,35.25971603393555,43.32406997680664,1841.0699462890625,5200.23
2013-12-31,21.65276336669922,35.394927978515625,43.40068817138672,1848.3599853515625,5212.77
2014-01-02,21.470766067504883,35.05690383911133,42.982826232910156,1831.97998046875,5161.51
2014-01-03,21.420326232910156,34.96999740600586,42.98979949951172,1831.3699951171875,5161.36
2014-01-06,21.347978591918945,34.7961540222168,42.87139892578125,1826.77001953125,5145.06
2014-01-07,21.51243019104004,35.14382553100586,43.115142822265625,1837.8800048828125,5185.95
2014-01-08,21.551897048950195,35.279029846191406,42.98979949951172,1837.489990234375,5167.49
2014-01-09,21.536542892456055,35.30800247192383,42.968902587890625,1838.1300048828125,5160.89
2014-01-10,21.604520797729492,35.4625358581543,43.09424591064453,1842.3699951171875,5173.51
2014-01-13,21.306312561035156,34.941017150878906,42.6485481262207,1819.199951171875,5117.69
2014-01-14,21.59575080871582,35.40457534790039,42.97585678100586,1838.8800048828125,5157.02
2014-01-15,21.711957931518555,35.607391357421875,43.17782974243164,1848.3800048828125,5176.29
2014-01-16,21.692230224609375,35.6363639831543,43.19175338745117,1845.8900146484375,5181.79
2014-01-17,21.606712341308594,35.50115203857422,42.97585678100586,1838.699951171875,5168.98
2014-01-21,21.711957931518555,35.67498779296875,43.01765441894531,1843.800048828125,5181.71
2014-01-22,21.764577865600586,35.858489990234375,43.01765441894531,1844.8599853515625,5176.93
2014-01-23,21.580398559570312,35.53977966308594,42.64158630371094,1828.4599609375,5137.72
2014-01-24,21.113357543945312,34.54505920410156,41.87553024291992,1790.2900390625,5044.11
2014-01-27,20.96644401550293,34.20704650878906,41.729270935058594,1781.56005859375,5019.73
2014-01-28,21.065122604370117,34.554718017578125,41.973026275634766,1792.5,5049.84
2014-01-29,20.82392692565918,34.284297943115234,41.63875198364258,1774.199951171875,5003.19
2014-01-30,21.11116600036621,34.92169189453125,41.896427154541016,1794.18994140625,5055.48
2014-01-31,21.016881942749023,34.71889114379883,41.66660690307617,1782.5899658203125,5027.72
2014-02-03,20.52351951599121,33.666221618652344,40.72643280029297,1741.8900146484375,4918.09
2014-02-04,20.714290618896484,34.042869567871094,40.94233703613281,1755.199951171875,4941.48
2014-02-05,20.67482566833496,33.90765380859375,40.86572265625,1751.6400146484375,4928.66
2014-02-06,20.95986557006836,34.3712272644043,41.2835693359375,1773.4300537109375,4976.15
2014-02-07,21.282188415527344,34.95067596435547,41.757137298583984,1797.02001953125,5044.3
2014-02-10,21.34578514099121,35.085880279541016,41.8407096862793,1799.8399658203125,5061.34
2014-02-11,21.57382583618164,35.4625358581543,42.30730438232422,1819.75,5117.68
2014-02-12,21.60013771057129,35.64602279663086,42.29336929321289,1819.260009765625,5113.36
2014-02-13,21.738271713256836,35.98403549194336,42.50230407714844,1829.8299560546875,5144.61
